"Date","Price","Open","High","Low","Vol.","Change %"
"19-02-2019","285,828","285,241","291,408","281,811","","0.17%"
"18-02-2019","285,334","266,403","286,159","265,658","","7.08%"
"17-02-2019","266,464","262,260","269,885","261,732","","1.60%"
"16-02-2019","262,260","261,803","265,591","261,375","","0.34%"
"15-02-2019","261,382","259,543","265,189","259,422","","0.63%"
"14-02-2019","259,749","259,832","261,973","258,705","","-0.11%"
"13-02-2019","260,037","261,698","263,585","258,555","","-0.60%"
"12-02-2019","261,620","262,252","262,692","258,758","","-0.23%"
"11-02-2019","262,220","266,683","266,818","261,635","","-1.66%"
"10-02-2019","266,637","264,598","266,697","260,997","","0.77%"
"09-02-2019","264,598","265,003","266,028","262,854","","-0.15%"
"08-02-2019","265,003","246,159","270,165","244,697","","7.73%"
"07-02-2019","245,987","246,989","248,139","244,782","","-0.41%"
"06-02-2019","246,989","252,160","252,734","245,091","","-2.03%"
"05-02-2019","252,095","250,248","252,259","249,347","","0.74%"
"04-02-2019","250,248","250,241","252,221","249,479","","0.00%"
"03-02-2019","250,241","254,755","254,933","248,100","","-1.63%"
"02-02-2019","254,383","252,653","255,312","250,223","","0.60%"
"01-02-2019","252,861","249,602","253,955","246,346","","1.38%"
"31-01-2019","249,431","251,064","254,118","247,153","","-0.65%"
"30-01-2019","251,064","249,143","252,706","246,596","","0.77%"
"29-01-2019","249,143","248,925","249,751","243,499","","0.08%"
"28-01-2019","248,932","255,173","255,850","245,909","","-2.51%"
"27-01-2019","255,344","257,743","258,552","251,546","","-0.98%"
"26-01-2019","257,878","257,601","264,920","257,324","","0.11%"
"25-01-2019","257,601","259,363","260,226","255,293","","-0.66%"
"24-01-2019","259,303","257,693","260,626","255,725","","0.66%"
"23-01-2019","257,615","259,247","261,858","255,603","","-0.63%"
"22-01-2019","259,247","255,959","261,914","250,109","","1.24%"
"21-01-2019","256,074","255,648","256,899","252,959","","0.24%"
"20-01-2019","255,470","268,122","270,488","252,799","","-4.77%"
"19-01-2019","268,264","261,916","274,271","261,787","","2.42%"
"18-01-2019","261,916","264,333","264,543","260,118","","-0.90%"
"17-01-2019","264,302","262,571","264,717","257,502","","0.86%"
"16-01-2019","262,050","259,741","265,784","259,012","","0.80%"
"15-01-2019","259,969","266,553","267,378","258,146","","-2.47%"
"14-01-2019","266,539","252,780","268,665","251,964","","5.44%"
"13-01-2019","252,791","260,590","261,751","251,412","","-2.99%"
"12-01-2019","260,586","261,540","262,814","258,345","","-0.34%"
"11-01-2019","261,470","262,610","265,772","258,077","","-0.43%"
"10-01-2019","262,610","288,116","291,902","259,723","","-8.86%"
"09-01-2019","288,123","288,460","293,368","283,909","","-0.09%"
"08-01-2019","288,389","287,257","295,276","283,386","","0.39%"
"07-01-2019","287,257","289,992","291,914","284,976","","-0.97%"
"06-01-2019","290,069","271,930","27,946,636","270,331","","6.65%"
"05-01-2019","271,971","274,961","279,105","271,464","","-1.14%"
"04-01-2019","275,117","275,938","277,502","269,629","","-0.23%"
"03-01-2019","275,759","283,393","283,819","273,673","","-2.72%"
"02-01-2019","283,463","275,591","285,098","273,006","","3.12%"
"01-01-2019","274,896","267,299","276,487","263,166","","2.91%"
"31-12-2018","267,136","278,185","278,545","262,938","","-3.85%"
"30-12-2018","277,831","271,795","278,955","268,907","","2.33%"
"29-12-2018","271,494","282,269","285,850","270,473","","-3.82%"
"28-12-2018","282,269","259,944","285,156","258,756","","8.59%"
"27-12-2018","259,951","275,706","277,621","258,712","","-5.71%"
"26-12-2018","275,699","274,672","279,970","267,251","","0.48%"
"25-12-2018","274,370","290,908","291,685","267,918","","-5.78%"
"24-12-2018","291,210","285,609","308,035","285,609","","1.97%"
"23-12-2018","285,577","290,880","296,148","283,201","","-1.60%"
"22-12-2018","290,225","279,712","291,681","275,734","","3.87%"
"21-12-2018","279,399","296,184","300,117","274,038","","-5.73%"
"20-12-2018","296,388","268,972","300,614","267,374","","10.04%"
"19-12-2018","269,353","267,029","283,803","265,501","","0.98%"
"18-12-2018","266,750","259,639","267,811","251,112","","2.77%"
"17-12-2018","259,557","237,361","265,306","236,262","","9.36%"
"16-12-2018","237,332","236,449","243,099","235,880","","0.32%"
"15-12-2018","236,585","236,218","238,917","231,598","","0.18%"
"14-12-2018","236,168","240,019","242,740","232,224","","-1.52%"
"13-12-2018","239,804","255,133","255,688","238,208","","-6.05%"
"12-12-2018","255,237","248,921","258,808","246,516","","2.20%"
"11-12-2018","249,735","256,438","256,438","245,503","","-2.63%"
"10-12-2018","256,486","259,951","264,066","252,219","","-1.43%"
"09-12-2018","260,208","250,223","269,590","247,607","","3.98%"
"08-12-2018","250,244","246,954","261,004","236,737","","1.37%"
"07-12-2018","246,861","249,885","256,752","234,051","","-1.47%"
"06-12-2018","250,547","267,257","277,888","248,831","","-6.16%"
"05-12-2018","266,984","281,681","282,362","265,150","","-5.09%"
"04-12-2018","281,296","274,821","291,447","268,295","","2.24%"
"03-12-2018","275,128","291,147","291,519","270,404","","-5.20%"
"02-12-2018","290,219","296,030","303,719","287,955","","-1.96%"
"01-12-2018","296,030","281,748","302,714","277,639","","5.07%"
"30-11-2018","281,748","302,333","303,686","276,725","","-6.57%"
"29-11-2018","301,546","304,057","312,063","292,109","","-0.83%"
"28-11-2018","304,057","275,388","311,928","275,388","","10.41%"
"27-11-2018","275,388","273,139","279,521","262,697","","0.82%"
"26-11-2018","273,139","289,011","296,517","263,239","","-5.85%"
"25-11-2018","290,110","277,363","296,839","258,434","","4.60%"
"24-11-2018","277,363","312,091","318,612","270,585","","-11.13%"
"23-11-2018","312,091","309,447","317,136","299,968","","0.30%"
"22-11-2018","311,158","332,673","335,432","311,158","","-6.58%"
"21-11-2018","333,080","328,559","340,197","316,409","","1.63%"
"20-11-2018","327,748","354,051","361,030","308,374","","-7.43%"
"19-11-2018","354,051","406,264","406,264","349,633","","-12.85%"
"18-11-2018","406,264","403,909","409,917","403,500","","0.58%"
"17-11-2018","403,909","406,335","406,335","400,097","","-0.60%"
"16-11-2018","406,335","413,546","413,981","398,762","","-1.74%"
"15-11-2018","413,546","428,926","428,926","391,492","","-2.97%"
"14-11-2018","426,203","468,694","469,387","411,341","","-9.14%"
"13-11-2018","469,093","471,981","471,981","466,150","","-0.61%"
"12-11-2018","471,981","467,460","472,245","467,460","","0.81%"
"11-11-2018","468,210","467,312","468,707","462,436","","0.19%"
"10-11-2018","467,312","466,520","469,543","466,106","","0.17%"
"09-11-2018","466,520","472,424","472,989","463,801","","-1.25%"
"08-11-2018","472,424","475,761","476,821","469,029","","-0.70%"
"07-11-2018","475,761","477,340","483,087","473,544","","-0.33%"
"06-11-2018","477,340","471,447","477,340","469,557","","1.25%"
"05-11-2018","471,447","472,865","474,097","469,224","","-0.30%"
"04-11-2018","472,865","466,888","475,776","464,863","","1.28%"
"03-11-2018","466,888","469,746","470,133","462,810","","-0.61%"
"02-11-2018","469,746","469,230","472,126","463,474","","0.11%"
"01-11-2018","469,230","471,799","472,273","464,563","","-0.54%"
"31-10-2018","471,799","466,271","473,224","462,470","","1.19%"
"30-10-2018","466,271","466,919","469,716","465,026","","-0.14%"
"29-10-2018","466,919","474,657","478,592","465,205","","-1.63%"
"28-10-2018","474,657","475,323","476,047","472,113","","-0.14%"
"27-10-2018","475,323","477,619","479,250","473,970","","-0.48%"
"26-10-2018","477,612","478,050","483,038","476,874","","-0.09%"
"25-10-2018","478,050","479,956","482,213","475,427","","-0.40%"
"24-10-2018","479,956","479,669","485,345","479,158","","0.06%"
"23-10-2018","479,669","485,119","485,575","479,243","","-1.12%"
"22-10-2018","485,119","484,270","486,609","481,133","","0.22%"
"21-10-2018","484,057","483,962","488,980","483,734","","0.04%"
"20-10-2018","483,873","479,615","485,556","478,422","","0.89%"
"19-10-2018","479,582","490,538","490,538","479,053","","-2.23%"
"18-10-2018","490,538","498,116","498,424","482,926","","-1.51%"
"17-10-2018","498,049","496,197","499,189","491,675","","0.32%"
"16-10-2018","496,476","499,545","509,525","489,407","","-0.61%"
"15-10-2018","499,545","466,812","556,182","464,212","","7.04%"
"14-10-2018","466,672","466,165","471,514","465,582","","0.11%"
"13-10-2018","466,165","463,718","466,533","463,372","","0.47%"
"12-10-2018","464,006","463,957","468,519","460,820","","-0.04%"
"11-10-2018","464,209","495,444","496,866","460,574","","-6.30%"
"10-10-2018","495,444","496,797","496,797","484,010","","-0.27%"
"09-10-2018","496,797","493,120","497,170","489,743","","0.75%"
"08-10-2018","493,120","486,955","497,348","486,816","","1.27%"
"07-10-2018","486,955","488,489","489,460","484,295","","-0.31%"
"06-10-2018","488,489","492,409","492,661","486,414","","-0.80%"
"05-10-2018","492,409","488,470","493,898","482,427","","0.81%"
"04-10-2018","488,470","480,636","489,787","476,695","","1.69%"
"03-10-2018","480,351","478,677","482,335","470,649","","0.21%"
"02-10-2018","479,352","487,067","487,450","477,643","","-1.55%"
"01-10-2018","486,912","479,973","487,513","475,517","","1.45%"
"30-09-2018","479,973","478,936","482,692","473,654","","0.22%"
"29-09-2018","478,936","481,141","481,141","468,886","","-0.46%"
"28-09-2018","481,141","488,715","495,465","474,636","","-1.45%"
"27-09-2018","488,226","470,362","490,756","468,103","","3.80%"
"26-09-2018","470,362","471,145","475,720","463,742","","-0.03%"
"25-09-2018","470,509","482,750","482,750","461,601","","-2.54%"
"24-09-2018","482,750","484,734","487,756","476,494","","-0.42%"
"23-09-2018","484,806","485,505","489,845","481,382","","-0.16%"
"22-09-2018","485,584","488,372","493,987","479,771","","-0.71%"
"21-09-2018","489,065","466,245","490,370","465,965","","4.89%"
"20-09-2018","466,245","462,605","470,025","455,974","","0.82%"
"19-09-2018","462,475","463,845","465,671","440,201","","-0.30%"
"18-09-2018","463,845","453,750","465,110","451,955","","2.22%"
"17-09-2018","453,750","468,571","473,496","450,708","","-3.16%"
"16-09-2018","468,571","469,761","469,948","460,048","","-0.33%"
"15-09-2018","470,128","467,251","473,654","466,783","","0.51%"
"14-09-2018","467,763","466,482","472,015","457,182","","0.27%"
"13-09-2018","466,482","455,828","469,264","455,633","","2.34%"
"12-09-2018","455,828","459,351","459,351","449,554","","-0.73%"
"11-09-2018","459,198","457,050","463,913","448,973","","0.47%"
"10-09-2018","457,050","450,278","460,624","449,046","","1.59%"
"09-09-2018","449,910","445,970","462,723","443,882","","0.88%"
"08-09-2018","445,970","461,764","466,884","442,728","","-3.42%"
"07-09-2018","461,764","468,823","469,708","453,735","","-1.47%"
"06-09-2018","468,672","482,014","482,222","453,929","","-2.77%"
"05-09-2018","482,014","528,078","531,867","481,734","","-8.72%"
"04-09-2018","528,078","516,885","529,133","515,824","","2.11%"
"03-09-2018","517,184","517,651","522,465","509,951","","-0.09%"
"02-09-2018","517,651","510,082","520,681","505,816","","1.48%"
"01-09-2018","510,082","497,978","514,540","497,538","","2.43%"
"31-08-2018","497,978","498,909","501,508","489,238","","-0.30%"
"30-08-2018","499,487","499,195","499,487","483,292","","-0.06%"
"29-08-2018","499,808","499,625","502,311","488,631","","0.06%"
"28-08-2018","499,526","483,428","502,137","481,112","","3.44%"
"27-08-2018","482,903","467,419","483,463","464,996","","3.17%"
"26-08-2018","468,082","469,792","473,144","459,193","","-0.46%"
"25-08-2018","470,224","467,210","473,908","465,403","","0.67%"
"24-08-2018","467,088","459,112","469,240","452,005","","1.82%"
"23-08-2018","458,761","443,990","461,471","443,233","","3.43%"
"22-08-2018","443,537","452,457","479,457","436,895","","-1.95%"
"21-08-2018","452,335","436,181","453,756","436,181","","3.66%"
"20-08-2018","436,384","452,505","455,832","434,646","","-3.59%"
"19-08-2018","452,631","446,070","456,428","440,361","","1.48%"
"18-08-2018","446,043","459,485","461,370","440,040","","-3.01%"
"17-08-2018","459,865","441,490","459,865","440,601","","4.06%"
"16-08-2018","441,910","442,645","454,996","436,425","","-0.27%"
"15-08-2018","443,112","432,951","465,870","432,492","","2.39%"
"14-08-2018","432,769","436,821","436,821","411,796","","-1.05%"
"13-08-2018","437,381","435,993","453,979","432,158","","0.26%"
"12-08-2018","436,262","430,410","445,659","426,630","","1.45%"
"11-08-2018","430,016","424,689","446,198","415,264","","1.30%"
"10-08-2018","424,506","452,318","452,536","415,810","","-5.92%"
"09-08-2018","451,216","429,827","457,608","425,248","","4.98%"
"08-08-2018","429,820","460,617","460,754","420,039","","-6.74%"
"07-08-2018","460,888","477,890","491,046","458,621","","-3.47%"
"06-08-2018","477,463","481,239","489,443","471,490","","-0.91%"
"05-08-2018","481,835","480,513","485,748","472,120","","0.38%"
"04-08-2018","480,013","508,385","513,071","474,806","","-5.53%"
"03-08-2018","508,125","516,548","516,548","500,281","","-1.74%"
"02-08-2018","517,110","519,664","526,630","511,516","","-0.53%"
"01-08-2018","519,876","530,479","530,990","508,792","","-2.02%"
"31-07-2018","530,589","561,668","561,668","525,334","","-5.48%"
"30-07-2018","561,324","564,231","568,120","539,780","","-0.52%"
"29-07-2018","564,231","565,913","568,850","557,444","","0.18%"
"28-07-2018","563,202","561,778","565,285","554,418","","0.40%"
"27-07-2018","560,937","545,550","569,340","538,059","","2.76%"
"26-07-2018","545,849","563,718","571,564","541,195","","-3.08%"
"25-07-2018","563,202","576,174","585,069","554,615","","-2.72%"
"24-07-2018","578,937","534,222","583,039","530,114","","8.44%"
"23-07-2018","533,855","508,436","536,748","506,896","","4.92%"
"22-07-2018","508,800","508,943","519,964","505,047","","-0.03%"
"21-07-2018","508,943","504,117","511,906","496,411","","0.97%"
"20-07-2018","504,063","515,265","528,071","500,460","","-2.17%"
"19-07-2018","515,265","506,343","520,965","499,418","","1.93%"
"18-07-2018","505,506","500,484","519,106","496,447","","1.01%"
"17-07-2018","500,436","461,413","510,205","455,287","","8.06%"
"16-07-2018","463,090","434,759","463,895","433,834","","6.52%"
"15-07-2018","434,725","428,097","437,574","426,953","","1.55%"
"14-07-2018","428,097","426,015","431,700","423,289","","0.48%"
"13-07-2018","426,042","427,482","433,407","420,864","","-0.28%"
"12-07-2018","427,221","438,054","439,500","416,930","","-2.54%"
"11-07-2018","438,343","434,388","440,568","432,476","","0.95%"
"10-07-2018","434,223","457,193","459,753","432,821","","-5.06%"
"09-07-2018","457,344","461,011","466,632","455,710","","-0.85%"
"08-07-2018","461,272","464,972","466,966","459,464","","-0.80%"
"07-07-2018","464,972","453,997","469,400","447,801","","2.43%"
"06-07-2018","453,942","451,316","455,915","444,182","","0.44%"
"05-07-2018","451,931","454,641","460,471","444,744","","-0.60%"
"04-07-2018","454,641","448,391","462,195","439,950","","1.60%"
"03-07-2018","447,489","454,750","459,839","5,973","","-1.58%"
"02-07-2018","454,654","434,561","458,691","5","","4.61%"
"01-07-2018","434,602","437,463","440,221","429,181","","-0.66%"
"30-06-2018","437,470","424,568","446,005","424,568","","2.95%"
"29-06-2018","424,917","402,474","429,359","397,848","","5.41%"
"28-06-2018","403,121","422,756","424,934","401,137","","-5.08%"
"27-06-2018","424,714","414,773","425,941","411,161","","2.07%"
"26-06-2018","416,086","427,419","427,826","413,857","","-2.59%"
"25-06-2018","427,139","417,101","430,395","412,758","","2.37%"
"24-06-2018","417,237","418,045","423,393","391,849","","-0.06%"
"23-06-2018","417,502","410,071","424,085","408,252","","1.81%"
"22-06-2018","410,078","455,434","457,311","402,887","","-9.95%"
"21-06-2018","455,407","462,114","462,114","453,605","","-1.46%"
"20-06-2018","462,138","458,177","463,615","447,853","","0.75%"
"19-06-2018","458,694","456,650","466,438","454,267","","0.50%"
"18-06-2018","456,390","438,514","462,167","434,419","","4.16%"
"17-06-2018","438,160","444,168","449,844","437,418","","-1.33%"
"16-06-2018","444,086","437,177","448,448","433,418","","1.63%"
"15-06-2018","436,972","452,576","452,576","435,493","","-3.26%"
"14-06-2018","451,710","426,804","455,615","424,307","","5.90%"
"13-06-2018","426,557","444,465","446,370","413,347","","-4.01%"
"12-06-2018","444,356","463,714","463,714","435,479","","-4.22%"
"11-06-2018","463,937","456,283","465,510","447,213","","1.79%"
"10-06-2018","455,757","506,265","506,265","448,394","","-9.95%"
"09-06-2018","506,126","514,144","518,850","504,428","","-1.56%"
"08-06-2018","514,137","518,173","518,904","510,009","","-0.82%"
"07-06-2018","518,389","511,591","522,084","511,591","","1.33%"
"06-06-2018","511,564","511,811","514,685","500,758","","0.04%"
"05-06-2018","511,375","502,291","514,914","495,253","","1.73%"
"04-06-2018","502,659","517,075","519,218","499,937","","-2.70%"
"03-06-2018","516,608","510,865","520,470","508,716","","1.05%"
"02-06-2018","511,253","503,823","514,680","498,947","","1.56%"
"01-06-2018","503,421","504,883","510,392","493,449","","-0.30%"
"31-05-2018","504,930","497,380","512,558","494,829","","1.52%"
"30-05-2018","497,380","508,682","512,365","491,233","","-2.11%"
"29-05-2018","508,083","478,911","510,170","475,081","","6.16%"
"28-05-2018","478,614","497,127","499,900","476,550","","-3.72%"
"27-05-2018","497,127","496,363","500,315","489,130","","0.18%"
"26-05-2018","496,251","504,998","515,695","493,617","","-1.75%"
"25-05-2018","505,090","517,218","521,810","496,933","","-2.30%"
"24-05-2018","516,999","515,180","527,155","496,337","","0.28%"
"23-05-2018","515,571","545,956","546,675","509,113","","-5.60%"
"22-05-2018","546,148","574,439","574,439","542,595","","-4.93%"
"21-05-2018","574,494","579,412","584,113","566,351","","-0.85%"
"20-05-2018","579,443","559,581","583,512","555,543","","3.44%"
"19-05-2018","560,193","560,125","570,523","553,632","","0.01%"
"18-05-2018","560,125","548,986","562,539","537,224","","1.90%"
"17-05-2018","549,701","568,272","573,560","542,767","","-3.18%"
"16-05-2018","567,782","579,748","580,508","550,872","","-2.07%"
"15-05-2018","579,755","586,608","599,567","574,333","","-1.18%"
"14-05-2018","586,655","585,224","600,979","556,717","","0.25%"
"13-05-2018","585,204","570,425","589,603","561,352","","2.72%"
"12-05-2018","569,711","567,041","581,507","553,146","","0.71%"
"11-05-2018","565,687","607,325","607,325","562,518","","-6.94%"
"10-05-2018","607,864","630,378","631,720","606,816","","-3.56%"
"09-05-2018","630,280","616,694","631,548","605,210","","2.10%"
"08-05-2018","617,346","627,913","636,029","607,450","","-1.87%"
"07-05-2018","629,102","645,583","646,532","618,392","","-2.50%"
"06-05-2018","645,212","658,929","665,784","631,756","","-1.97%"
"05-05-2018","658,207","648,344","667,234","647,212","","1.54%"
"04-05-2018","648,231","650,389","656,069","637,576","","-0.45%"
"03-05-2018","651,143","619,860","655,837","610,996","","5.25%"
"02-05-2018","618,659","602,913","621,269","599,636","","2.06%"
"01-05-2018","606,168","614,013","614,013","588,696","","-1.12%"
"30-04-2018","613,004","626,824","627,895","604,889","","-2.11%"
"29-04-2018","626,225","622,267","636,880","611,868","","0.60%"
"28-04-2018","622,461","594,254","628,476","591,056","","4.63%"
"27-04-2018","594,900","620,079","625,958","593,161","","-4.18%"
"26-04-2018","620,881","592,235","622,795","578,615","","4.68%"
"25-04-2018","593,095","641,351","648,300","587,942","","-7.48%"
"24-04-2018","641,016","595,111","646,811","594,220","","7.79%"
"23-04-2018","594,691","582,086","598,150","580,858","","2.22%"
"22-04-2018","581,757","590,287","597,583","579,512","","-1.42%"
"21-04-2018","590,161","587,149","597,781","570,636","","0.61%"
"20-04-2018","586,599","547,100","591,247","542,974","","7.06%"
"19-04-2018","547,913","539,686","548,871","532,990","","1.75%"
"18-04-2018","538,504","518,189","540,642","517,234","","3.97%"
"17-04-2018","517,923","527,189","538,376","514,218","","-1.67%"
"16-04-2018","526,725","545,148","548,469","517,070","","-3.42%"
"15-04-2018","545,389","521,873","549,164","521,873","","4.55%"
"14-04-2018","521,661","513,911","533,520","510,086","","1.63%"
"13-04-2018","513,282","517,125","536,891","506,540","","-0.77%"
"12-04-2018","517,272","453,211","526,490","442,361","","14.16%"
"11-04-2018","453,092","444,106","455,005","442,356","","2.01%"
"10-04-2018","444,161","439,220","447,499","432,165","","1.22%"
"09-04-2018","438,805","455,956","466,888","429,025","","-3.63%"
"08-04-2018","455,352","447,469","461,381","446,904","","1.80%"
"07-04-2018","447,293","429,259","458,537","428,467","","4.32%"
"06-04-2018","428,772","439,526","444,959","422,955","","-2.44%"
"05-04-2018","439,482","441,308","449,272","427,505","","-0.37%"
"04-04-2018","441,092","480,588","481,527","435,536","","-8.31%"
"03-04-2018","481,088","459,451","487,460","456,759","","4.77%"
"02-04-2018","459,183","443,765","462,912","441,128","","3.55%"
"01-04-2018","443,433","450,696","457,504","418,788","","-1.58%"
"31-03-2018","450,550","445,171","469,992","442,073","","1.06%"
"30-03-2018","445,815","461,841","472,583","427,800","","-3.18%"
"29-03-2018","460,457","517,559","518,721","448,345","","-10.88%"
"28-03-2018","516,668","504,731","527,963","501,969","","2.45%"
"27-03-2018","504,335","527,152","530,992","501,343","","-4.07%"
"26-03-2018","525,731","548,705","551,922","507,856","","-4.21%"
"25-03-2018","548,840","554,358","562,954","544,487","","-0.67%"
"24-03-2018","552,534","579,451","585,690","552,534","","-4.56%"
"23-03-2018","578,927","566,692","578,927","537,780","","1.91%"
"22-03-2018","568,090","579,176","592,112","552,683","","-1.92%"
"21-03-2018","579,218","580,895","597,685","572,035","","-0.25%"
"20-03-2018","580,654","560,130","588,707","541,997","","3.53%"
"19-03-2018","560,870","534,227","567,062","527,680","","5.01%"
"18-03-2018","534,106","511,050","537,865","476,551","","4.24%"
"17-03-2018","512,404","536,905","542,739","504,328","","-5.04%"
"16-03-2018","539,586","537,157","559,103","513,632","","0.71%"
"15-03-2018","535,772","530,178","546,273","498,858","","0.76%"
"14-03-2018","531,720","592,624","609,443","514,638","","-10.23%"
"13-03-2018","592,306","592,664","615,508","572,871","","0.07%"
"12-03-2018","591,904","619,000","643,158","571,896","","-4.24%"
"11-03-2018","618,119","569,226","631,195","547,476","","8.66%"
"10-03-2018","568,882","598,594","616,882","565,761","","-4.99%"
"09-03-2018","598,789","605,437","613,223","543,695","","-1.06%"
"08-03-2018","605,222","641,902","657,492","589,153","","-5.58%"
"07-03-2018","640,959","695,890","707,149","613,006","","-7.90%"
"06-03-2018","695,930","740,149","740,855","685,848","","-6.81%"
"05-03-2018","746,813","750,447","760,507","743,227","","-0.46%"
"04-03-2018","750,251","745,863","752,533","721,250","","0.62%"
"03-03-2018","745,603","718,805","751,275","718,805","","3.79%"
"02-03-2018","718,349","711,558","729,462","703,027","","1.08%"
"01-03-2018","710,645","672,994","722,618","667,218","","5.63%"
"28-02-2018","672,765","686,172","720,244","670,918","","-2.25%"
"27-02-2018","688,282","668,993","706,419","656,389","","3.04%"
"26-02-2018","667,951","619,894","676,559","606,010","","7.97%"
"25-02-2018","618,665","626,759","638,072","602,083","","-1.29%"
"24-02-2018","626,730","657,820","680,840","606,492","","-4.98%"
"23-02-2018","659,571","638,142","673,902","622,639","","3.40%"
"22-02-2018","637,888","678,225","709,804","632,779","","-5.83%"
"21-02-2018","677,381","726,795","729,210","663,639","","-6.89%"
"20-02-2018","727,541","720,665","765,754","719,858","","0.94%"
"19-02-2018","720,794","668,690","725,290","663,764","","7.96%"
"18-02-2018","667,628","711,707","724,524","652,229","","-6.02%"
"17-02-2018","710,419","654,516","713,639","648,204","","8.47%"
"16-02-2018","654,934","638,364","658,444","621,519","","2.36%"
"15-02-2018","639,808","605,165","650,506","598,014","","5.68%"
